global_rank,domain,category,primary_market,monthly_visits,bounce_rate_pct,avg_session_duration_s,stickiness_index,last_crawled
1071,kaspi.kz,Finance,DE,27417692,49.13,596.02,20.22,07/02/2026
1072,cdek.ru,Search,JP,31008450,39.04,174.4,7.45,07/02/2026
1073,dnse0.com,Tech,US,26327711,56.2,552.12,16.37,07/02/2026
1074,savvis.net,Search,US,26436688,49.61,174.88,5.88,07/02/2026
1075,ttlivecdn.com,E-commerce,DE,29163733,49.93,396.37,13.23,07/02/2026
1076,odoo.com,Streaming,IN,30850878,15.12,1356.68,149.55,07/02/2026
1077,afafb.com,News,US,33533703,40.1,275.62,11.46,07/02/2026
1078,uchi.ru,Social,BR,27348561,58.59,495.27,14.09,07/02/2026
1079,businesswire.com,News,DE,33863748,52.32,173.13,5.52,07/02/2026
1080,gsmarena.com,Social,BR,28120286,34.67,382.91,18.41,07/02/2026
1081,moneycontrol.com,Streaming,IN,25990742,29.34,1895.55,107.68,07/02/2026
1082,rapid7.com,Tech,BR,33692621,43.96,439.82,16.68,07/02/2026
1083,inkuai.com,News,BR,33275719,33.49,449.56,22.37,07/02/2026
1084,uniqlo.com,Finance,IN,30845897,43.94,359.99,13.65,07/02/2026
1085,jimdo.com,Streaming,JP,24607939,29.15,1747.69,99.93,07/02/2026
1086,mythad.com,Search,GB,36389470,41.32,175.03,7.06,07/02/2026
1087,ox.ac.uk,Tech,JP,30918387,50.1,360.79,12,07/02/2026
1088,amagi.tv,E-commerce,BR,30410328,55.45,220.08,6.61,07/02/2026
1089,nexthink.cloud,Search,DE,28252482,46.75,118.51,4.22,07/02/2026
1090,notion.so,Social,BR,27390803,32.77,199.67,10.16,07/02/2026
1091,samsungcloud.tv,News,JP,31395321,49.59,248.46,8.35,07/02/2026
1092,lgtvsdp.com,E-commerce,GB,34323764,54.19,335.57,10.32,07/02/2026
1093,mercadolibre.com.mx,Tech,IN,32018888,45.95,329.27,11.94,07/02/2026
1094,segment.io,E-commerce,GB,36276234,44.45,189.59,7.11,07/02/2026
1095,n-tv.de,Finance,DE,30511644,37.03,518.59,23.34,07/02/2026
1096,abovedomains.com,Tech,JP,33255377,36.89,591.72,26.73,07/02/2026
1097,wise.com,News,JP,26814800,32.68,518.74,26.46,07/02/2026
1098,fortune.com,Finance,JP,24375113,43.06,369.07,14.29,07/02/2026
1099,leboncoin.fr,E-commerce,IN,34962202,51.31,339.71,11.03,07/02/2026
1100,google.ca,News,BR,26328996,57.95,310.01,8.92,07/02/2026
1101,xhscdn.com,Finance,GB,33635731,30.6,436.49,23.77,07/02/2026
1102,idnes.cz,Streaming,BR,30390224,25.95,2255.32,144.85,07/02/2026
1103,elmundo.es,Streaming,IN,35553235,22.29,1601.5,119.75,07/02/2026
1104,economist.com,News,DE,32529988,30.34,411.67,22.61,07/02/2026
1105,ctdns.cn,Tech,JP,28685293,31.65,517.79,27.27,07/02/2026
1106,coursera.org,Streaming,JP,28703311,28.18,692.56,40.96,07/02/2026
1107,firebaseio.com,News,JP,33584881,50.31,159.02,5.27,07/02/2026
1108,sahibinden.com,Social,GB,26006172,56.51,368.26,10.86,07/02/2026
1109,docomo.ne.jp,Search,GB,28703884,37.41,146.95,6.55,07/02/2026
1110,tnaflix.com,News,GB,25238551,54.22,130.04,4,07/02/2026
1111,franceinfo.fr,Social,IN,24228391,43,557.35,21.6,07/02/2026
1112,yale.edu,Finance,JP,25368849,36.81,544.1,24.64,07/02/2026
1113,mozgcp.net,E-commerce,US,26349206,50.26,490.26,16.26,07/02/2026
1114,vivo.com,Tech,US,35120573,30.33,407.16,22.37,07/02/2026
1115,ultimate-guitar.com,Finance,JP,33670944,43.16,288.47,11.14,07/02/2026
1116,google.es,Search,US,26705823,36.85,78.65,3.56,07/02/2026
1117,gismeteo.ru,Social,DE,31311782,35.36,521.92,24.6,07/02/2026
1118,biomedcentral.com,News,BR,30934468,52.34,252.03,8.03,07/02/2026
1119,eporner.com,Social,US,31992200,37.06,366.78,16.49,07/02/2026
1120,ddns.net,Search,JP,26227271,40.17,154.1,6.39,07/02/2026
1121,hik-connect.com,Tech,US,25658358,57.42,579.12,16.81,07/02/2026
1122,dyndns.org,News,JP,26799219,49.21,191.28,6.48,07/02/2026
1123,rustdesk.com,Finance,IN,24748341,58.09,129.63,3.72,07/02/2026
1124,jstor.org,Finance,GB,34427966,36.07,401.93,18.57,07/02/2026
1125,lanacion.com.ar,Search,GB,26126071,35.02,98.67,4.7,07/02/2026
1126,plos.org,Finance,GB,25133212,46.66,570.08,20.36,07/02/2026
1127,byteoversea.com,Search,IN,29436785,45.36,75.3,2.77,07/02/2026
1128,cookpad.com,Search,US,24793278,47.77,159.25,5.56,07/02/2026
1129,dafont.com,Finance,US,33374067,56.2,285.82,8.48,07/02/2026
1130,psychologytoday.com,Social,IN,34134704,45.73,205.82,7.5,07/02/2026
1131,apa.org,Tech,JP,26863215,33.64,545.18,27.01,07/02/2026
1132,tabelog.com,Social,GB,27181670,52.16,343.35,10.97,07/02/2026
1133,phncdn.com,E-commerce,GB,27348230,48.29,154,5.32,07/02/2026
1134,nsone.net,Tech,JP,27579537,55.63,367.25,11,07/02/2026
1135,herokudns.com,Finance,BR,29724288,31.88,127.39,6.66,07/02/2026
1136,gofundme.com,Social,BR,34284415,39.36,177.35,7.51,07/02/2026
1137,aftonbladet.se,Tech,JP,33182353,35.35,217.3,10.25,07/02/2026
1138,zhihu.com,Tech,US,28330622,58.22,527.45,15.1,07/02/2026
1139,archiveofourown.org,E-commerce,US,34610696,56.13,201.21,5.97,07/02/2026
1140,t-bank-app.ru,Social,JP,34255865,52.86,191.74,6.05,07/02/2026
1141,hwcdn.ru,News,JP,31792188,30.06,444.72,24.66,07/02/2026
1142,hltv.org,Search,GB,34932208,38.57,114.32,4.94,07/02/2026
1143,espncricinfo.com,Finance,GB,28468124,37.07,346.9,15.6,07/02/2026
1144,plex.tv,Tech,GB,35333489,35.68,388.97,18.17,07/02/2026
1145,indilogic.com,News,GB,25944191,52.65,365.41,11.57,07/02/2026
1146,aparat.com,Streaming,DE,29413102,19.98,879.45,73.36,07/02/2026
1147,ad.nl,Tech,BR,29858632,50.37,488.3,16.16,07/02/2026
1148,flashscore.com,Finance,GB,28640454,57.07,184.31,5.38,07/02/2026
1149,parklogic.com,E-commerce,DE,34998689,52.39,158.93,5.06,07/02/2026
1150,bet365.com,Tech,US,33017220,52.06,304.62,9.75,07/02/2026
1151,olx.pl,Streaming,BR,27110380,15.46,1164.52,125.54,07/02/2026
1152,amazon.com.tr,Tech,GB,29570097,30.06,491.32,27.24,07/02/2026
1153,nhentai.net,Streaming,US,23724616,21.25,787.62,61.77,07/02/2026
1154,instructure.com,News,JP,25875274,35.82,195.37,9.09,07/02/2026
1155,meitu.com,Search,JP,32657825,43.38,155.59,5.98,07/02/2026
1156,trello.com,Tech,US,28465448,35.29,270.6,12.78,07/02/2026
1157,wordwall.net,Social,US,31112707,43.32,212.59,8.18,07/02/2026
1158,deezer.com,Tech,BR,30513594,58.16,492.1,14.1,07/02/2026
1159,pusher.com,News,JP,30828731,31.72,226.33,11.89,07/02/2026
1160,att.net,Tech,US,27721011,36.39,301.34,13.8,07/02/2026
1161,nu.nl,Social,US,25094799,51.24,155.01,5.04,07/02/2026
1162,mmechocaptiveportal.com,Finance,JP,31172287,34.38,205.13,9.94,07/02/2026
1163,jw.org,Tech,US,34939803,43.28,379.89,14.63,07/02/2026
1164,w3schools.com,Streaming,BR,30122717,20.67,2155.4,173.79,07/02/2026
1165,lequipe.fr,Finance,JP,23652739,55.01,546.72,16.56,07/02/2026
1166,vnexpress.net,Streaming,GB,31825005,19.68,1195.01,101.2,07/02/2026
1167,vg.no,Finance,GB,25663359,40.43,222.1,9.16,07/02/2026
1168,elconfidencial.com,Finance,US,33068481,50.15,233.34,7.75,07/02/2026
1169,rule34.xxx,Social,DE,34296425,50.33,258.73,8.57,07/02/2026
1170,furaffinity.net,E-commerce,GB,23408609,37.82,282.08,12.43,07/02/2026
1171,tradplusad.com,Streaming,BR,28665924,23.84,1231.56,86.1,07/02/2026
1172,mgslb.com,E-commerce,JP,31564881,53.61,381.71,11.87,07/02/2026
1173,dmm.co.jp,Search,BR,31487830,36.85,133.05,6.02,07/02/2026
1174,usnews.com,Social,IN,33876727,40.36,342.71,14.15,07/02/2026
1175,susercontent.com,Finance,US,32259671,53.6,338.39,10.52,07/02/2026
1176,eu.com,News,DE,29564537,56.18,327.72,9.72,07/02/2026
1177,digitaloceanspaces.com,News,IN,24810588,30.75,210.52,11.41,07/02/2026
1178,elcorteingles.es,Streaming,JP,33790775,23.23,751.37,53.91,07/02/2026
1179,pornpics.com,Tech,IN,23320548,46.24,537.8,19.38,07/02/2026
1180,rightmove.co.uk,Finance,DE,26368018,38.35,550.48,23.92,07/02/2026
1181,remove.bg,Tech,DE,23304015,47.75,525.4,18.34,07/02/2026
1182,abc.net.au,Tech,JP,30803572,56.92,356,10.42,07/02/2026
1183,itmedia.co.jp,Social,BR,30985006,53.57,147.52,4.59,07/02/2026
1184,janitorai.com,E-commerce,US,32804978,50.01,165.08,5.5,07/02/2026
1185,spankbang.com,Finance,US,23810916,42.13,411.09,16.26,07/02/2026
1186,contentsquare.net,Tech,IN,26878316,31.65,372.98,19.64,07/02/2026
1187,xhamster.desi,Streaming,JP,24552015,28.64,1243.73,72.38,07/02/2026
1188,marksandspencer.com,Search,DE,34190496,43.41,177.69,6.82,07/02/2026
1189,lichess.org,E-commerce,JP,26385587,30.59,319.67,17.42,07/02/2026
1190,severstal.com,Tech,BR,24216135,34.93,162.73,7.76,07/02/2026
1191,savefrom.net,Streaming,BR,33702606,25.9,1947.28,125.31,07/02/2026
1192,oecd.org,Search,DE,29028615,43.03,111.13,4.3,07/02/2026
1193,cnnbrasil.com.br,News,DE,25769928,40.82,331.49,13.53,07/02/2026
1194,finn.no,Social,BR,30542957,34.73,561.73,26.96,07/02/2026
1195,youporn.com,E-commerce,JP,32638168,42.87,256.14,9.96,07/02/2026
1196,lwsdns.com,News,IN,31537192,41.43,335.44,13.49,07/02/2026
1197,vkuseraudio.net,E-commerce,DE,24267540,54.76,268.41,8.17,07/02/2026
1198,ixl.com,Streaming,BR,32262318,22.13,935.65,70.47,07/02/2026
1199,jcpenney.com,Finance,DE,32039534,41.7,242.24,9.68,07/02/2026
1200,tabor.ru,Tech,DE,24337029,30.46,132.1,7.23,07/02/2026
1201,icanhazip.com,Finance,BR,26906092,50.39,335.8,11.11,07/02/2026
1202,spamhaus.org,Social,JP,29794861,51.23,180.61,5.88,07/02/2026
1203,dhl.com,Social,US,24154744,40.16,399.02,16.56,07/02/2026
1204,blooket.com,News,IN,33271414,43.71,154.7,5.9,07/02/2026
1205,psu.edu,Social,DE,32997551,56.93,544.12,15.93,07/02/2026
1206,wayground.com,Search,JP,26344413,45.18,121.92,4.5,07/02/2026
1207,adaether.com,Search,DE,33865770,36.85,159.63,7.22,07/02/2026
1208,acesso.gov.br,Tech,JP,30973777,32.96,183.36,9.27,07/02/2026
1209,xhamster44.desi,Search,DE,32125651,38.02,84.68,3.71,07/02/2026
1210,fb.me,Search,IN,27427399,36.9,140.24,6.33,07/02/2026
1211,mango.com,News,BR,26993293,52.85,306.59,9.67,07/02/2026
1212,gazzetta.it,Social,JP,30545577,31.82,272,14.25,07/02/2026
1213,yimg.com,E-commerce,IN,27945281,44.1,195.76,7.4,07/02/2026
1214,gtm-a2b2.com,News,BR,23359104,30.05,486.16,26.96,07/02/2026
1215,prom.ua,Finance,BR,24891995,39.95,239.45,9.99,07/02/2026
1216,redtube.com,Social,GB,30045917,45.45,462.58,16.96,07/02/2026
1217,cdiscount.com,News,JP,24015531,43.13,129.91,5.02,07/02/2026
1218,tgju.org,Search,IN,23454212,42.37,75.82,2.98,07/02/2026
1219,argos.co.uk,Tech,BR,28437156,48.47,558.25,19.2,07/02/2026
1220,sportybet.com,News,DE,30780971,39.43,464.55,19.64,07/02/2026
1221,namu.wiki,Search,US,27341564,46.1,71.86,2.6,07/02/2026
1222,buydomains.com,Social,GB,23562161,59.24,302.57,8.51,07/02/2026
1223,makemytrip.com,Search,JP,29119603,39.21,143.14,6.08,07/02/2026
1224,indiamart.com,News,BR,30523695,36,254.83,11.8,07/02/2026
1225,leroymerlin.fr,News,JP,32712936,35.5,512.41,24.06,07/02/2026
1226,riotcdn.net,Tech,US,31228634,59.3,248.7,6.99,07/02/2026
1227,fanfiction.net,Search,BR,30024734,35.16,156.71,7.43,07/02/2026
1228,idealista.com,Streaming,US,32736383,29.47,2138.41,120.94,07/02/2026
1229,fetlife.com,Finance,JP,27014612,49.76,569.54,19.08,07/02/2026
1230,company-target.com,Streaming,IN,33272396,17.3,700.72,67.51,07/02/2026
1231,alipay.com,Tech,BR,25978771,30.75,198.18,10.74,07/02/2026
1232,txnhh.com,E-commerce,DE,31313915,48.63,232.1,7.95,07/02/2026
1233,ultradns.com,Finance,US,31281642,30.56,403.77,22.02,07/02/2026
1234,hotpepper.jp,News,DE,28964474,52.23,516.81,16.49,07/02/2026
1235,merkur.de,Streaming,JP,34114223,28.95,2068.53,119.09,07/02/2026
1236,palmplaystore.com,E-commerce,IN,29557180,46.18,206.46,7.45,07/02/2026
1237,ebay.it,Search,US,24484098,41.28,132.42,5.35,07/02/2026
1238,hln.be,Tech,US,29008799,42.78,366.1,14.26,07/02/2026
1239,stackexchange.com,News,JP,33136879,48.23,424.33,14.66,07/02/2026
1240,google.it,Finance,JP,27522681,40.13,194.85,8.09,07/02/2026
1241,allocine.fr,Finance,IN,25387052,46.58,458.86,16.42,07/02/2026
1242,akismet.com,E-commerce,JP,23427816,57.43,579.38,16.81,07/02/2026
1243,livescore.com,E-commerce,IN,30711876,44.25,397.63,14.98,07/02/2026
1244,upenn.edu,Streaming,GB,29673710,23.69,1417.93,99.76,07/02/2026
1245,overwolf.com,News,US,32591561,59.91,491.12,13.66,07/02/2026
1246,marktplaats.nl,News,IN,28955988,58.7,505.76,14.36,07/02/2026
1247,litnet.com,Streaming,DE,31388204,18.57,2009.57,180.36,07/02/2026
1248,divar.ir,News,BR,24775475,45.84,303.97,11.05,07/02/2026
1249,myntra.com,Social,US,27239010,57.95,402.6,11.58,07/02/2026
1250,usercontent.goog,Streaming,IN,26407135,22.08,654.19,49.38,07/02/2026
1251,actu.fr,Search,US,28987644,39.73,163.46,6.86,07/02/2026
1252,contextweb.com,Finance,BR,28012271,30.48,472.25,25.82,07/02/2026
1253,lc.chat,Search,US,30135734,35.15,119.19,5.65,07/02/2026
1254,norton.com,News,GB,28007361,42.69,371.61,14.51,07/02/2026
1255,emag.ro,Tech,BR,31516503,56.3,211.22,6.25,07/02/2026
1256,rings.solutions,News,BR,26838511,54.01,203.6,6.28,07/02/2026
1257,ceneo.pl,News,GB,28711704,58.84,407.68,11.55,07/02/2026
1258,e621.net,News,IN,33524393,40.01,188.15,7.84,07/02/2026
1259,calculator.net,Tech,DE,25532290,54.51,577.05,17.64,07/02/2026
1260,noodlemagazine.com,Finance,BR,23309029,55.52,307.11,9.22,07/02/2026
1261,admanmedia.com,Tech,GB,26300716,32.72,243.63,12.41,07/02/2026
1262,igamecj.com,Finance,JP,28448001,30.8,534.87,28.94,07/02/2026
1263,zemanta.com,E-commerce,BR,32333136,40.42,459.76,18.96,07/02/2026
1264,medallia.com,Search,GB,28615954,43.06,88.59,3.43,07/02/2026
1265,dcinside.com,Streaming,DE,29661369,28.9,923.88,53.28,07/02/2026
1266,bilibili.tv,Search,BR,29048764,48.08,138.57,4.8,07/02/2026
1267,cricbuzz.com,Finance,IN,28294428,48.25,426.07,14.72,07/02/2026
1268,mydramalist.com,E-commerce,IN,26698173,44.16,396.76,14.97,07/02/2026
1269,vivox.com,Search,BR,30426790,49.05,160.11,5.44,07/02/2026
1270,xhamster2.com,Streaming,GB,31705798,15.27,2323.7,253.62,07/02/2026
1271,ucla.edu,Finance,GB,26341366,60,299.25,8.31,07/02/2026
1272,jusbrasil.com.br,Search,GB,25859017,40.11,75.5,3.14,07/02/2026
1273,boyfriendtv.com,Search,JP,27386059,35.76,140.87,6.57,07/02/2026
1274,tvn24.pl,Social,GB,31486731,54.62,518.5,15.82,07/02/2026
1275,futbin.com,Social,GB,30150253,47.71,484.25,16.92,07/02/2026
1276,bmj.com,Tech,US,25318394,36.25,306.76,14.1,07/02/2026
1277,funpay.com,Search,DE,32707812,45.93,162.99,5.91,07/02/2026
1278,naukri.com,News,US,30915223,37.39,522.7,23.3,07/02/2026
1279,coolmathgames.com,News,US,31456167,50.46,284.28,9.39,07/02/2026
1280,rfihub.com,Tech,BR,27963790,37.34,469.17,20.94,07/02/2026
1281,dlsite.com,News,IN,33193649,50.16,498.62,16.57,07/02/2026
1282,va.gov,Tech,US,33423458,50.31,372.63,12.34,07/02/2026
1283,xgroovy.com,News,JP,24231676,42.87,351.23,13.65,07/02/2026
1284,zdnet.com,News,IN,24731003,37.12,320.47,14.39,07/02/2026
1285,justdial.com,Search,GB,26600234,42.67,174.25,6.81,07/02/2026
1286,cam4.com,Search,BR,25471960,35.25,164.81,7.79,07/02/2026
1287,sun.com,News,US,27604236,55.87,398.7,11.89,07/02/2026
1288,donmai.us,Search,GB,29499103,35.21,85.7,4.06,07/02/2026
1289,ap4r.com,News,BR,22544617,56.94,476.46,13.95,07/02/2026
1290,dw.com,News,IN,33220210,31.93,336.6,17.57,07/02/2026
1291,metropoles.com,Streaming,IN,27517692,18.86,2058.61,181.92,07/02/2026
1292,mangabuff.ru,Search,US,29912095,46.56,146.37,5.24,07/02/2026
1293,gcash.com,Search,US,31670777,38.18,123.65,5.4,07/02/2026
1294,translate.goog,News,IN,29551298,39.73,258.86,10.86,07/02/2026
1295,youjizz.com,Social,US,31487617,52.15,574.21,18.35,07/02/2026
1296,turkiye.gov.tr,Social,DE,31736197,37.37,388.74,17.34,07/02/2026
1297,videy.co,Social,JP,32002374,55.9,145.53,4.34,07/02/2026
1298,xhamster19.com,Search,GB,26072058,46.85,117.36,4.18,07/02/2026
1299,thisvid.com,Search,DE,27544635,37.5,108.91,4.84,07/02/2026
1300,wiktionary.org,Social,DE,31708021,39.39,329.85,13.96,07/02/2026
1301,aternos.org,Streaming,GB,31460702,23.05,1006.08,72.75,07/02/2026
1302,novinky.cz,News,US,22173679,34.01,383.82,18.81,07/02/2026
1303,fdown.net,Tech,IN,25805874,56.17,320.36,9.51,07/02/2026
1304,pornone.com,Social,JP,27096255,37.02,156.97,7.07,07/02/2026
1305,nesine.com,Finance,US,22894698,55.29,266.54,8.03,07/02/2026
1306,fmkorea.com,Social,DE,22182827,40.17,459.45,19.06,07/02/2026
1307,uci.edu,Finance,DE,30271905,49.47,279.84,9.43,07/02/2026
1308,gst.gov.in,E-commerce,IN,30443138,41.52,415.61,16.68,07/02/2026
1309,starfall.com,Tech,DE,32131296,51.2,349.78,11.39,07/02/2026
1310,cardgames.io,Search,JP,30876306,38,177.03,7.76,07/02/2026
1311,ey43.com,Finance,US,26569651,38.34,159.65,6.94,07/02/2026
1312,irs.gov,Social,GB,24856818,53.19,312.55,9.79,07/02/2026
1313,subito.it,Tech,BR,32031818,39.7,511.28,21.46,07/02/2026
1314,mbga.jp,Tech,DE,26510445,31.5,578.19,30.59,07/02/2026
1315,cronista.com,E-commerce,JP,31466937,58.96,199.41,5.64,07/02/2026
1316,digikala.com,Search,US,25847979,42.48,109.45,4.29,07/02/2026
1317,asuracomic.net,Streaming,GB,31545383,22.63,1105.25,81.4,07/02/2026
1318,aznude.com,E-commerce,IN,25727819,58.14,332.71,9.54,07/02/2026
1319,e-volution.ai,Finance,IN,24700093,38.1,408.29,17.86,07/02/2026
1320,haberler.com,Search,DE,23706807,37.81,173.17,7.63,07/02/2026
1321,dantri.com.vn,Finance,US,32335539,59.03,390,11.01,07/02/2026
1322,imagefap.com,E-commerce,DE,26624551,59.54,596.61,16.7,07/02/2026
1323,xhopen.com,Social,JP,29393363,46.07,370.97,13.42,07/02/2026
1324,xhaccess.com,Streaming,IN,30111382,22.53,2225.4,164.62,07/02/2026
1325,toyhou.se,Finance,BR,22288735,36.57,200.29,9.13,07/02/2026
1326,fapello.com,E-commerce,GB,22467907,57.23,272.14,7.93,07/02/2026
1327,hitomi.la,News,US,23018753,30.47,543.96,29.75,07/02/2026
1328,hianime.to,Search,IN,25738235,45.12,117.35,4.33,07/02/2026
1329,missav.ws,Finance,IN,25481673,56.07,183.58,5.46,07/02/2026
1330,ntppool.org,Streaming,IN,31359149,15.34,1843.77,200.32,07/02/2026
1331,xnxx.tv,Search,US,22000669,49.24,86.12,2.91,07/02/2026
1332,e-hentai.org,Search,DE,24514971,45.64,168.77,6.16,07/02/2026
1333,sotwe.com,Finance,DE,23813457,50.75,356.48,11.71,07/02/2026
1334,jalan.net,Tech,DE,31960293,53.44,414.72,12.93,07/02/2026
1335,stbid.ru,Tech,GB,30762956,49.17,340.04,11.53,07/02/2026
1336,xhamster1.desi,Search,BR,26373176,47.6,105.48,3.69,07/02/2026
1337,wikihow.com,Search,BR,28192890,35.13,153.51,7.28,07/02/2026
1338,hollywoodbets.net,Social,DE,32625018,57.09,249.95,7.3,07/02/2026
1339,imhentai.xxx,Search,JP,30589945,49.12,127.85,4.34,07/02/2026
1340,kargo.com,Social,DE,22320749,47.91,340.91,11.86,07/02/2026
1341,ixxx.com,E-commerce,BR,32675444,47.63,466.63,16.33,07/02/2026
1342,moengage.com,Tech,IN,25203525,41.03,251.71,10.22,07/02/2026
1343,rule34video.com,Finance,US,23306077,46.16,317.43,11.46,07/02/2026
1344,xvv1deos.com,Tech,IN,27019233,58.6,398.63,11.34,07/02/2026
1345,netkeiba.com,Tech,US,29030371,38.41,427.67,18.56,07/02/2026
1346,kemono.cr,Social,BR,25723096,35.42,591.41,27.83,07/02/2026
1347,rainberrytv.com,Streaming,GB,25968361,28.46,1968.09,115.25,07/02/2026
1348,pornhub.org,Finance,JP,26358655,36.3,565.93,25.98,07/02/2026
1349,dagbladet.no,E-commerce,JP,23944271,33.59,276.52,13.72,07/02/2026
1350,xxxbp.tv,Search,DE,23629324,36.93,115.99,5.23,07/02/2026
1351,letsencrypt.org,Search,US,32630727,40.77,172.74,7.06,07/02/2026
1352,xvideos-cdn.com,Search,DE,25956621,42.99,69.84,2.71,07/02/2026
1353,xfinity.com,Social,GB,22499681,42.81,279.3,10.87,07/02/2026
1354,eepurl.com,Tech,BR,26639122,35.14,176.07,8.35,07/02/2026
1355,jable.tv,Streaming,IN,25377724,17.43,1060.97,101.45,07/02/2026
1356,bookmyshow.com,Tech,BR,22163857,49.77,335.79,11.24,07/02/2026
1357,18comic.vip,Search,GB,24014114,35.99,131.89,6.11,07/02/2026
1358,weathernews.jp,Search,IN,30526278,45.86,132.02,4.8,07/02/2026
1359,suumo.jp,E-commerce,DE,26732774,44.61,315.23,11.78,07/02/2026
1360,karnataka.gov.in,Social,GB,25645983,49.91,139.15,4.65,07/02/2026
1361,boardgamearena.com,Social,BR,23577871,56.7,177.17,5.21,07/02/2026
1362,russianfood.com,E-commerce,GB,22188583,58.86,583.6,16.53,07/02/2026
1363,jagran.com,E-commerce,BR,29772866,37.13,209.55,9.41,07/02/2026
1364,inven.co.kr,Social,JP,21749273,48.76,291.2,9.95,07/02/2026
1365,mercari.com,Search,JP,30694857,43.62,85.58,3.27,07/02/2026
1366,simpcity.cr,Finance,IN,24761424,49.45,545.83,18.4,07/02/2026
1367,filmweb.pl,Streaming,IN,23291825,28.58,999.82,58.31,07/02/2026
1368,action.com,Streaming,DE,23894689,27.23,1020.02,62.43,07/02/2026
1369,uidai.gov.in,E-commerce,JP,23724239,32.23,374.32,19.36,07/02/2026
1370,hugedomains.com,E-commerce,US,24225733,32.16,220.21,11.41,07/02/2026
1371,ilmeteo.it,News,BR,32009633,55.89,283.54,8.46,07/02/2026
1372,newyorker.com,Social,BR,24766541,40.19,360.73,14.96,07/02/2026
1373,game8.jp,Search,JP,29336468,48.83,101.36,3.46,07/02/2026
1374,statuspage.io,E-commerce,IN,31680438,56.06,302.2,8.98,07/02/2026
1375,iltalehti.fi,Search,DE,25744098,37.04,95.72,4.31,07/02/2026
1376,youm7.com,E-commerce,GB,24484826,32,150.84,7.86,07/02/2026
1377,skysports.com,Search,BR,25368791,49.77,84.89,2.84,07/02/2026
1378,idealista.it,E-commerce,DE,25042648,41.34,472.27,19.04,07/02/2026
1379,xvideos.es,Finance,DE,26297295,52.54,143.55,4.55,07/02/2026
1380,syosetu.com,News,BR,27024768,41.38,194.8,7.85,07/02/2026
1381,cqloud.com,News,JP,29191049,43.65,274.65,10.49,07/02/2026
1382,xhsocial.com,Streaming,BR,32274461,28.77,2000.78,115.91,07/02/2026
1383,navitime.co.jp,Finance,BR,24199512,54.39,528.68,16.2,07/02/2026
1384,sozcu.com.tr,Search,JP,28805433,40.16,79.92,3.32,07/02/2026
1385,tesla.com,Finance,IN,30754828,51.11,559.61,18.25,07/02/2026
1386,varzesh3.com,E-commerce,IN,31786109,40.81,289.54,11.82,07/02/2026
1387,fedex.com,Finance,IN,31827033,54.2,120.73,3.71,07/02/2026
1388,24h.com.vn,Search,JP,27871471,46.82,134.48,4.79,07/02/2026
1389,index.hr,E-commerce,US,27181118,53.32,289.16,9.04,07/02/2026
1390,zozo.jp,Streaming,GB,31244474,23.19,1018.51,73.2,07/02/2026
1391,mediaexpert.pl,E-commerce,IN,25838373,46.08,592.33,21.42,07/02/2026
1392,com.be,News,BR,24056446,53.27,448.57,14.03,07/02/2026
1393,cityheaven.net,Social,JP,24818122,32.67,444.64,22.68,07/02/2026
1394,blic.rs,Search,DE,29933832,44.6,130.83,4.89,07/02/2026
1395,otomoto.pl,News,US,23088052,31.22,132.83,7.09,07/02/2026
1396,ukdevilz.com,Social,DE,31125863,42.06,133.59,5.29,07/02/2026
1397,carsensor.net,Streaming,BR,21913381,18.01,1656.57,153.3,07/02/2026
1398,hdporncomics.com,E-commerce,IN,27603838,35.49,207.27,9.73,07/02/2026
1399,ekstrabladet.dk,Streaming,BR,23869858,20.03,860.5,71.6,07/02/2026
1400,pornhat.com,Streaming,BR,21783344,26.3,2242.47,142.11,07/02/2026
1401,gelbooru.com,Social,JP,27830591,33.38,554.73,27.7,07/02/2026
1402,ficbook.net,Search,US,22939515,40.98,130.06,5.29,07/02/2026
1403,missav.live,News,DE,27024841,39.6,150.17,6.32,07/02/2026
1404,superporn.com,Search,IN,24360097,36.67,126.74,5.76,07/02/2026
1405,ssstik.io,Tech,JP,27753126,46.97,462.39,16.41,07/02/2026
1406,betway.co.za,Social,BR,23998930,38.34,237.92,10.34,07/02/2026
1407,zdnscloud.cn,Finance,GB,26443495,36.31,413.57,18.98,07/02/2026
1408,bingoplus.com,News,GB,26556056,59.11,342.86,9.67,07/02/2026
1409,1mg.com,News,BR,22768978,54.1,555.77,17.12,07/02/2026
1410,indexww.com,Search,JP,28674151,39.98,61.06,2.55,07/02/2026
1411,cootlogix.com,Social,DE,25443096,37.88,343.81,15.13,07/02/2026
1412,testbook.com,Social,JP,22966748,52.41,246.01,7.82,07/02/2026
1413,3bmeteo.com,Streaming,DE,22700932,21.3,901.85,70.57,07/02/2026
1414,sxyprn.com,Tech,DE,21861494,53.55,580.73,18.07,07/02/2026
1415,mangago.me,E-commerce,IN,21508159,40.03,488.95,20.36,07/02/2026
1416,cardekho.com,Finance,BR,25511717,31.53,516.87,27.32,07/02/2026
1417,kooora.com,Tech,GB,22978385,49.19,342.74,11.61,07/02/2026
1418,luxuretv.com,Social,GB,22211945,33.21,561.68,28.19,07/02/2026
1419,liteapks.com,News,BR,30754826,34.18,570.02,27.8,07/02/2026
1420,gamewith.jp,Social,IN,21653583,38.74,292.29,12.57,07/02/2026
